category,rating,label,review_text,cleaned_review
Home_and_Kitchen_5,1.0,1,"Will not seal properly. Atrocious little ones, they feel like they will break if you throw",seal properly atrocious little ones feel like break throw
Home_and_Kitchen_5,5.0,1,Got these for the third time.  I have a small dog and my son loves to throw them,got third time small dog son loves throw
Home_and_Kitchen_5,5.0,1,Excellent product and a much better quality than the one you get at Walmart for $50.,excellent product much better quality one get walmart
Home_and_Kitchen_5,5.0,0,"These are just perfect, exactly what I was looking for.",perfect exactly looking
Home_and_Kitchen_5,5.0,0,Such a great purchase can't beat it for the price,great purchase cant beat price
Home_and_Kitchen_5,5.0,0,What can you say--- cheap and it works as intended.,say cheap works intended
Home_and_Kitchen_5,5.0,0,"These are so nice, sturdy, like the color choices too.",nice sturdy like color choices
Home_and_Kitchen_5,5.0,0,It is nice bowl and have had a fast shipping!,nice bowl fast shipping
Home_and_Kitchen_5,5.0,0,Great cup. Will last forever. Keeps things cool / warm.,great cup last forever keeps things cool warm
Home_and_Kitchen_5,5.0,0,"Love them, just thought they would be a bit bigger!",love thought would bit bigger
Home_and_Kitchen_5,5.0,0,Excellent quality product. Perfect for my ccozinha.,excellent quality product perfect ccozinha
Home_and_Kitchen_5,5.0,0,This fan is really pretty and I actually use it.,fan really pretty actually use
Home_and_Kitchen_5,1.0,0,"Super rough, not soft wash cloths, more like bar towels",super rough soft wash cloths like bar towels
Home_and_Kitchen_5,5.0,0,Like this little guy. Use it often. He is small.,like little guy use often small
Home_and_Kitchen_5,5.0,0,Perfect size .easy to unfold. Topremoves for storage. Love this.,perfect size easy unfold topremoves storage love
Home_and_Kitchen_5,1.0,0,Does not do a very good job; difficult to use.,good job difficult use
Home_and_Kitchen_5,5.0,0,frame was beautifully crafted and looks great with my picture.,frame beautifully crafted looks great picture
Home_and_Kitchen_5,5.0,0,My hot cocoa is finally perfect! This product is fabulous,hot cocoa finally perfect product fabulous
Home_and_Kitchen_5,5.0,0,i bought this for a friend and he loves it.,bought friend loves
Home_and_Kitchen_5,5.0,0,Very soft and great quality for such a low price!,soft great quality low price
Home_and_Kitchen_5,5.0,0,Purchased as a Christmas gift.  She will love it.,purchased christmas gift love
Home_and_Kitchen_5,5.0,0,"accurate description, works great, came on time, i'm very happy!",accurate description works great came time im happy
Home_and_Kitchen_5,5.0,0,Use it in my Duvet cover. Fluffy and perfect fit!,use duvet cover fluffy perfect fit
Home_and_Kitchen_5,5.0,0,One of the softest blankets ever. So nice and cozy.,one softest blankets ever nice cozy
Home_and_Kitchen_5,5.0,0,"Smells great, and the fine mist dries quickly. My favorite.",smells great fine mist dries quickly favorite
Home_and_Kitchen_5,5.0,0,Exactly what I was expecting. perfect curtains for my bedroom.,exactly expecting perfect curtains bedroom
Home_and_Kitchen_5,4.0,0,Just what I wanted to hang my pants and skirts.,wanted hang pants skirts
Home_and_Kitchen_5,3.0,0,"It's kind of small, we were looking for something larger.",kind small looking something larger
Home_and_Kitchen_5,4.0,0,A little pricey for what it is.,little pricey
Home_and_Kitchen_5,5.0,0,works great & the charge kept up all day long,works great charge kept day long
Home_and_Kitchen_5,5.0,0,This is a nice quality frame at a good price,nice quality frame good price
Home_and_Kitchen_5,3.0,0,"Does the job, but nothing special. Not hard to install.",job nothing special hard install
Home_and_Kitchen_5,5.0,0,Item as described and arrived in a timely manner.,item described arrived timely manner
Home_and_Kitchen_5,3.0,0,Bought 2 and sent one back because it didn't work,bought sent one back didnt work
Home_and_Kitchen_5,5.0,0,"Made well holds all my make brushes, pencils, mascara etc.",made well holds make brushes pencils mascara etc
Home_and_Kitchen_5,1.0,0,"sheds all over, would not buy it ever again. blanket.",sheds would buy ever blanket
Home_and_Kitchen_5,5.0,0,"Works great, it's Pyrex, I'd expect nothing less from them.",works great pyrex id expect nothing less
Home_and_Kitchen_5,5.0,0,"we like this little opener, real easy on my hands.",like little opener real easy hands
Home_and_Kitchen_5,5.0,0,Perfect. Love everything about them. Look great in my kitchen.,perfect love everything look great kitchen
Home_and_Kitchen_5,5.0,0,air tight and it works great glad i got it,air tight works great glad got
Home_and_Kitchen_5,5.0,0,Very cute and good quality fabric. Zippers worked well too.,cute good quality fabric zippers worked well
Home_and_Kitchen_5,5.0,0,These were great to send my grandkids their Halloween treats,great send grandkids halloween treats
Home_and_Kitchen_5,5.0,0,Save a ton by using these instead of paper towels!,save ton using instead paper towels
Home_and_Kitchen_5,2.0,0,These are so weak. They barely bring in any air.,weak barely bring air
Home_and_Kitchen_5,5.0,0,"Great set of glasses!  Good quality, comfortable to handle.",great set glasses good quality comfortable handle
Home_and_Kitchen_5,4.0,0,It feels cool to the touch but is super hard.,feels cool touch super hard
Home_and_Kitchen_5,5.0,0,"So cute, made well my grand daughter will love this.",cute made well grand daughter love
Home_and_Kitchen_5,5.0,0,Works as expected for connecting CCTV power supply to cameras.,works expected connecting cctv power supply cameras
Home_and_Kitchen_5,5.0,0,Very Soft ! Definitely better quality than I was expecting.,soft definitely better quality expecting
Home_and_Kitchen_5,5.0,0,Nice and contemporary. Great for the price. Easy to assemble.,nice contemporary great price easy assemble
Home_and_Kitchen_5,5.0,0,Super cute and appears to be great quality! Highly recommend!,super cute appears great quality highly recommend
Home_and_Kitchen_5,5.0,0,These are really cool actually.  My boyfriend loved them.,really cool actually boyfriend loved
Home_and_Kitchen_5,5.0,0,Bought as a gift for a cousin.  Very nice.,bought gift cousin nice
Home_and_Kitchen_5,1.0,0,Stopped working after one use still waiting on my refund,stopped working one use still waiting refund
Home_and_Kitchen_5,4.0,0,cute and reasonably price. I am happy with my purchase.,cute reasonably price happy purchase
Home_and_Kitchen_5,5.0,0,Well received and comfortable. Gave as gift to dialysis patient.,well received comfortable gave gift dialysis patient
Home_and_Kitchen_5,2.0,0,"do not expected to be so poor on quality ,",expected poor quality
Home_and_Kitchen_5,5.0,0,Easy to review. The kid DDS love them!  Thanks,easy review kid dds love thanks
Home_and_Kitchen_5,3.0,1,"Really ruff under your feet, it feels very sturdy. I will keep my feet in the chair",really ruff feet feels sturdy keep feet chair
Home_and_Kitchen_5,5.0,1,Order to place special photos on the wall.  We've had it for a couple of weeks and,order place special photos wall weve couple weeks
Home_and_Kitchen_5,5.0,1,"baby like it! Thermal insulation helps to keep the food warmer.

The thermal insulation helps keep",baby like thermal insulation helps keep food warmer thermal insulation helps keep
Home_and_Kitchen_5,4.0,1,"I like it, just wish it had more wide opening. I also love that it's been made",like wish wide opening also love made
Home_and_Kitchen_5,5.0,1,I love pyrex quality and this set is the best. I will be purchasing more in the future,love pyrex quality set best purchasing future
Home_and_Kitchen_5,5.0,1,"Perfect for additional storage and convenience. The only problem is that it's not really a vacuum, but",perfect additional storage convenience problem really vacuum
Home_and_Kitchen_5,5.0,1,These smell great! I'm pretty happy with the quality and quality of this product!This is a,smell great im pretty happy quality quality productthis
Home_and_Kitchen_5,2.0,1,The turquoise is almost neon. It's a very bright pink.,turquoise almost neon bright pink
Home_and_Kitchen_5,5.0,1,"Easy to hold, and the material is nice and thick. I will keep my shelves in order and",easy hold material nice thick keep shelves order
Home_and_Kitchen_5,5.0,1,"Works great for chocolate, yogurt, or any other fruit. I also love that it's removable and",works great chocolate yogurt fruit also love removable
Home_and_Kitchen_5,5.0,1,Love it. I think I will buy more.Very nice set of knives!  I have one,love think buy morevery nice set knives one
Home_and_Kitchen_5,5.0,1,Nice small ottoman that does what it should.  Not too big or too small. ,nice small ottoman big small
Home_and_Kitchen_5,5.0,1,they look great in my kitchen. The only problem is that it's kind of hard to put the,look great kitchen problem kind hard put
Home_and_Kitchen_5,5.0,1,Bought this as a Father's Day gift and it's just what I needed!  I love,bought fathers day gift needed love
Home_and_Kitchen_5,5.0,1,"Great for winter months, very soft and comfortable.  I've slept on this for about a week",great winter months soft comfortable ive slept week
Home_and_Kitchen_5,3.0,1,Nice soft sheets but I find it difficult to put them on a bed that is too warm and doesn,nice soft sheets find difficult put bed warm
Home_and_Kitchen_5,5.0,1,"This is a beautifully made, sturdy, and very comfortable chair.  It is very comfortable and functional",beautifully made sturdy comfortable chair comfortable functional
Home_and_Kitchen_5,3.0,1,Need to buy two to go with the wide wooden legs of the bedding. I have one in,need buy two go wide wooden legs bedding one
Home_and_Kitchen_5,5.0,1,Very nice and sturdy. I use it as a long-term storage container for my small bags of,nice sturdy use longterm storage container small bags
Home_and_Kitchen_5,5.0,1,"Just as good as original-type containers, the wooden handle is smooth and solid, the handle fits",good originaltype containers wooden handle smooth solid handle fits
Home_and_Kitchen_5,5.0,1,"Excellent, the grill looks very nice. The only problem is that it's not really a vacuum,",excellent grill looks nice problem really vacuum
Home_and_Kitchen_5,5.0,1,"Nice large, sturdy canvas tote, and it's lightweight and comfortable.",nice large sturdy canvas tote lightweight comfortable
Home_and_Kitchen_5,5.0,1,Good quality and good price. I love the look and feel of this pillow.,good quality good price love look feel pillow
Home_and_Kitchen_5,1.0,1,"I ordered the light blue, and it arrived with a very small opening.  The yellow was just",ordered light blue arrived small opening yellow
Home_and_Kitchen_5,5.0,1,Purchased as a gift!  We have had this one for two months now and it's,purchased gift one two months
Home_and_Kitchen_5,5.0,1,Very good price for product!I have had this for a few months now and have used it every,good price producti months used every
Home_and_Kitchen_5,5.0,1,"Gets all the shampoo &/or conditioner you want, and I will keep my shower in",gets shampoo conditioner want keep shower
Home_and_Kitchen_5,5.0,1,This is a mini-chair! Not a real chair. It is a full chair that is comfortable,minichair real chair full chair comfortable
Home_and_Kitchen_5,5.0,1,Happy with my purchase.  We have had the same mattress for a few months now and this one,happy purchase mattress months one
Home_and_Kitchen_5,5.0,1,Works great to keep light on. The only problem is that it's kind of hard to put the,works great keep light problem kind hard put
Home_and_Kitchen_5,5.0,1,"Bought for son in college, and he loves it!Very good quality.",bought son college loves itvery good quality
Home_and_Kitchen_5,1.0,1,"Terrible, complete waste of money. Not a whole lot to say.",terrible complete waste money whole lot say
Home_and_Kitchen_5,4.0,1,It looks very nice in my bedroom and the materials are good.  I have a large one and,looks nice bedroom materials good large one
Home_and_Kitchen_5,5.0,1,Easy to put together and looks nice and the finish is good.  I have a large one and,easy put together looks nice finish good large one
Home_and_Kitchen_5,5.0,1,Just what I expected!!! Made a real difference in the quality of my kitchen!This is a pretty,expected made real difference quality kitchenthis pretty
Home_and_Kitchen_5,5.0,1,"I'm so glad I got this set, as it is a great deal for the price! ",im glad got set great deal price
Home_and_Kitchen_5,5.0,1,"Do the job, are adorable, and have the quality to make them a nice addition to the kitchen",job adorable quality make nice addition kitchen
Home_and_Kitchen_5,2.0,1,Too much work.  This is an easy way to make a smoothie that is perfect for the,much work easy way make smoothie perfect
Home_and_Kitchen_5,3.0,1,Just okay. Did not fit my containers well. We love this blanket.,okay fit containers well love blanket
Home_and_Kitchen_5,5.0,1,"As far as little plastic, it's fine, but I'm not sure how well it will hold",far little plastic fine im sure well hold
Home_and_Kitchen_5,5.0,1,"So nice, was a gift for a friend. We love this blanket.",nice gift friend love blanket
Home_and_Kitchen_5,4.0,1,Skinnier than I thought. But it has the quality and design of a lot of other products,skinnier thought quality design lot products
Home_and_Kitchen_5,5.0,1,Very quick shipping and excellent customer service.  Great value for the money!This is a great little,quick shipping excellent customer service great value moneythis great little
Home_and_Kitchen_5,5.0,1,"Works great, this design makes it easy to hang and it is a nice size for the size of",works great design makes easy hang nice size size
Home_and_Kitchen_5,5.0,1,Perfect! Works in your oven and has the right height. I also love that it's removable and,perfect works oven right height also love removable
Home_and_Kitchen_5,5.0,1,"Service was great, can't wait to try it out!Very good quality.",service great cant wait try outvery good quality
Home_and_Kitchen_5,5.0,1,Arrived quickly and is the perfect size for the long haul.  I also have a large one,arrived quickly perfect size long haul also large one
Home_and_Kitchen_5,1.0,1,"CHEAP CHINA.  Not a big deal, but it is a little pricey for a",cheap china big deal little pricey
Home_and_Kitchen_5,4.0,1,Gave to Mother as a gift. The quality is good but it's not really the best one,gave mother gift quality good really best one
Home_and_Kitchen_5,3.0,1,"Great for spices but not for anything else.  Not good enough.Nice, sturdy, and functional",great spices anything else good enoughnice sturdy functional
Home_and_Kitchen_5,1.0,0,My car smells no different after 3 weeks.  Snake oil.,car smells different weeks snake oil
Home_and_Kitchen_5,5.0,0,This pillow cushion is well constructed and easily washed. Very comfortable.,pillow cushion well constructed easily washed comfortable
Home_and_Kitchen_5,5.0,0,Haven't used the big ones but the small ones work great!,havent used big ones small ones work great
Home_and_Kitchen_5,5.0,0,Takes out the mystery of when my meat is finished cooking,takes mystery meat finished cooking
Home_and_Kitchen_5,3.0,0,Its nice to have an organizer large enough for the utensils.,nice organizer large enough utensils
Home_and_Kitchen_5,5.0,0,Works perfectly.  Easy to put in your art and hang.,works perfectly easy put art hang
Home_and_Kitchen_5,5.0,0,Great little rug!  I'd buy it again in different colors.,great little rug id buy different colors
Home_and_Kitchen_5,4.0,0,Holds some gift wrap but not longer tubes which is disappointing.,holds gift wrap longer tubes disappointing
Home_and_Kitchen_5,4.0,0,Belts never last long enough but this seems to work okay.,belts never last long enough seems work okay
Home_and_Kitchen_5,5.0,0,"Such a great price, less expensive than renting & great quality",great price less expensive renting great quality
Home_and_Kitchen_5,4.0,0,Good for the price but doesn't soften up much after washing,good price doesnt soften much washing
Home_and_Kitchen_5,5.0,0,I love these sheets!!!!  Goes great with my star quilts,love sheets goes great star quilts
Home_and_Kitchen_5,5.0,0,Great mug - bigger than I thought it would be too!,great mug bigger thought would
Home_and_Kitchen_5,5.0,0,I gave this as a gift and my daughter loves hers.,gave gift daughter loves
Home_and_Kitchen_5,5.0,0,These are great!  Great space saver in our laundry room!,great great space saver laundry room
Home_and_Kitchen_5,5.0,0,Very flexible leading edge not quite as helpful under all conditions.,flexible leading edge quite helpful conditions
Home_and_Kitchen_5,1.0,0,bottom will not stay on.....zero customer service  do not buy,bottom stay onzero customer service buy
Home_and_Kitchen_5,4.0,0,"Very nice, elegant glass and does improve the taste of wine.",nice elegant glass improve taste wine
Home_and_Kitchen_5,5.0,0,excellent product if you are a side sleeper this is perfect,excellent product side sleeper perfect
Home_and_Kitchen_5,5.0,0,When there not in the oven they make great place mats,oven make great place mats
Home_and_Kitchen_5,5.0,0,love it  it is so cute in my new bathroom,love cute new bathroom
Home_and_Kitchen_5,5.0,0,Exactly as pictured! Sturdy and perfect for baking and cooking needs!,exactly pictured sturdy perfect baking cooking needs
Home_and_Kitchen_5,5.0,0,Top notch artistry done on this bust from grand jesters studios.,top notch artistry done bust grand jesters studios
Home_and_Kitchen_5,5.0,0,Love these and I get many comments on this spoon :-),love get many comments spoon
Home_and_Kitchen_5,5.0,0,"Did not expect this table to  be this nice, Thanks",expect table nice thanks
Home_and_Kitchen_5,5.0,0,Great product. Arrived on time and matched my shower curtain perfectly.,great product arrived time matched shower curtain perfectly
Home_and_Kitchen_5,5.0,0,a nice secondary vacuum for small apartments and reaching tight areas,nice secondary vacuum small apartments reaching tight areas
Home_and_Kitchen_5,5.0,0,"Good size, good value for money. Looks great in my bar.",good size good value money looks great bar
Home_and_Kitchen_5,3.0,0,"Somewhat hard to clean, not as convenient as I had hoped.",somewhat hard clean convenient hoped
Home_and_Kitchen_5,5.0,0,Works Great with all my battery candles of the same brand.,works great battery candles brand
Home_and_Kitchen_5,3.0,0,Ok pillow kind of too hard and firm not very soft,ok pillow kind hard firm soft
Home_and_Kitchen_5,5.0,0,"Perfection. Beyond easy to use, minimal effort, fast and perfect froth.",perfection beyond easy use minimal effort fast perfect froth
Home_and_Kitchen_5,5.0,0,Love this item. I smile every time I I use it,love item smile every time use
Home_and_Kitchen_5,5.0,0,Fleece blanket is cozy warm. It was exactly what I wanted.,fleece blanket cozy warm exactly wanted
Home_and_Kitchen_5,3.0,0,Noticed today top I'd bubbling up where a glass was set,noticed today top id bubbling glass set
Home_and_Kitchen_5,3.0,0,Great for weighing in lbs and oz not grams. Fast shipping.,great weighing lbs oz grams fast shipping
Home_and_Kitchen_5,5.0,0,These were great. I just had to order a longer size.,great order longer size
Home_and_Kitchen_5,5.0,0,Nice sticks; used these for almost every meal; good for PHO.,nice sticks used almost every meal good pho
Home_and_Kitchen_5,5.0,0,This is one of the best things I have ever bought,one best things ever bought
Home_and_Kitchen_5,4.0,0,Love it but too small.  Would love in larger size,love small would love larger size
Home_and_Kitchen_5,5.0,0,"Perfect for my candy buffet, and it will certainly be multipurpose.",perfect candy buffet certainly multipurpose
Home_and_Kitchen_5,5.0,0,Works perfect. Use this for my EV cord in the garage,works perfect use ev cord garage
Home_and_Kitchen_5,1.0,0,Do not waste your money.  It broke after one month.,waste money broke one month
Home_and_Kitchen_5,4.0,0,"A little tacky, but on the shelf in the spare bathroom.",little tacky shelf spare bathroom
Home_and_Kitchen_5,3.0,0,Helps cool my memory mattress a little but not a lot.,helps cool memory mattress little lot
Home_and_Kitchen_5,5.0,0,This is perfect. I wish I would have ordered it earlier.,perfect wish would ordered earlier
Home_and_Kitchen_5,5.0,0,"Excellent packaging, Fast shipping , super quality for the right price.",excellent packaging fast shipping super quality right price
Home_and_Kitchen_5,4.0,0,Good mix - my favorite is still the Goloka Nag Champa,good mix favorite still goloka nag champa
Home_and_Kitchen_5,5.0,0,Just what the bride wanted came out nice with the engraving.,bride wanted came nice engraving
Home_and_Kitchen_5,4.0,0,"The color slightly different than I got,the website pictures looks better.",color slightly different gotthe website pictures looks better
Home_and_Kitchen_5,5.0,1,"Really great, soft and warm. I love the feel of this blanket.",really great soft warm love feel blanket
Home_and_Kitchen_5,1.0,1,"LESS THEN 1 YEAR OLD, BUT NO MORE!!  I've had mine for 2 months now",less year old ive mine months
Home_and_Kitchen_5,5.0,1,"It's a pint. And it's a pint, too.

It's also a pint",pint pint also pint
Home_and_Kitchen_5,5.0,1,Perfect for what I needed. I love the look and feel of this pillow.,perfect needed love look feel pillow
Home_and_Kitchen_5,5.0,1,Bought this just to pick up an old mattress and it was a nice piece of equipment. ,bought pick old mattress nice piece equipment
Home_and_Kitchen_5,2.0,1,the plastic rings either gone or destroyed the pieces.  I will keep my old ones as gifts.,plastic rings either gone destroyed pieces keep old ones gifts
Home_and_Kitchen_5,4.0,1,"Nice just more trouble then it looks, the finish is a bit thin, not the best quality.",nice trouble looks finish bit thin best quality
Home_and_Kitchen_5,5.0,1,Great Seller. Item just like it.Great quality and just what I needed for my kitchen! ,great seller item like itgreat quality needed kitchen
Home_and_Kitchen_5,5.0,1,Very cute. Go with what you have. Not too big or too small.,cute go big small
Home_and_Kitchen_5,5.0,1,looks high end and feels nice. The only problem is that it's kind of hard to put,looks high end feels nice problem kind hard put
Home_and_Kitchen_5,5.0,1,"This mug is VERY nice.  I love the look and feel of it, and the size and",mug nice love look feel size
Home_and_Kitchen_5,4.0,1,It works really well it looks great and the materials are good.  I have a large one and,works really well looks great materials good large one
Home_and_Kitchen_5,5.0,1,Ordered this as a gift and it arrived on time. I will keep my review for the next,ordered gift arrived time keep review next
Home_and_Kitchen_5,4.0,1,Beautiful calming light. Not sure what it is. We love this blanket.,beautiful calming light sure love blanket
Home_and_Kitchen_5,1.0,1,I like the clock although it has the design flaw which is that it is a little hard to read,like clock although design flaw little hard read
Home_and_Kitchen_5,5.0,1,Exactly as advertised. Better quality than the original. We love this blanket.,exactly advertised better quality original love blanket
Home_and_Kitchen_5,5.0,1,Perfect solution to sorting his messes and the tools. I also love that it's removable and can,perfect solution sorting messes tools also love removable
Home_and_Kitchen_5,5.0,1,"very cute item, going to go with the wide wooden legs for a nice dinner table.",cute item going go wide wooden legs nice dinner table
Home_and_Kitchen_5,4.0,1,Beautious!  The perfect wall clock.  It's a good size and looks great in my,beautious perfect wall clock good size looks great
Home_and_Kitchen_5,2.0,1,Just OK. Am buying a second set.I love these containers.  They work well and look,ok buying second seti love containers work well look
Home_and_Kitchen_5,5.0,1,Great comforter especially when you are on the go.  I will keep my shelves in order,great comforter especially go keep shelves order
Home_and_Kitchen_5,5.0,1,"It's nice, fit just right, and the quality is good.

The only reason I",nice fit right quality good reason
Home_and_Kitchen_5,5.0,1,These are very nice mugs.  They are very long and fit nicely on my shelves. ,nice mugs long fit nicely shelves
Home_and_Kitchen_5,5.0,1,Easy to assemble.  Arrived on time and as described.  My husband and I have been,easy assemble arrived time described husband
Home_and_Kitchen_5,5.0,1,I bought one for my daughter and it was very comfortable.  She also loves the way the bed,bought one daughter comfortable also loves way bed
Home_and_Kitchen_5,5.0,1,Wife love s it. Packed it with the pieces and it was perfect.,wife love packed pieces perfect
Home_and_Kitchen_5,5.0,1,I love CrockPots that is perfect for the wide variety of containers.,love crockpots perfect wide variety containers
Home_and_Kitchen_5,5.0,1,I hang it myself and it looks nice.  I've also used it for a few hours.,hang looks nice ive also used hours
Home_and_Kitchen_5,5.0,1,"Using my second set of glasses, I thought they would be a nice addition to the kitchen. ",using second set glasses thought would nice addition kitchen
Home_and_Kitchen_5,5.0,1,Big mirror that fits perfectly into my cabinet.  I've also used this for a few years.,big mirror fits perfectly cabinet ive also used years
Home_and_Kitchen_5,4.0,1,Pretty good!  quite a few of the pieces are just too small.  I would recommend them,pretty good quite pieces small would recommend
Home_and_Kitchen_5,5.0,1,This is the second one that I have bought and it is a nice piece of equipment.,second one bought nice piece equipment
Home_and_Kitchen_5,5.0,1,"Perfect size for hanging wreath, an easy to use and efficient way to make a small wreath",perfect size hanging wreath easy use efficient way make small wreath
Home_and_Kitchen_5,5.0,1,"I ADORE these bowls, can't wait to make the next batch of cold drinks!This is",adore bowls cant wait make next batch cold drinksthis
